random,kde,kmeans,kde_kmeans,kmeans++,SOM++
0.0069980621337890625,5.373474597930908,5.9960198402404785,11.315161943435669,5.748974323272705,0.010023355484008789
0.0070421695709228516,5.364619731903076,5.950242280960083,11.34356951713562,5.765624046325684,0.009900569915771484
0.0071125030517578125,5.239157676696777,6.035037279129028,11.337583541870117,5.800005674362183,0.011000633239746094
0.007005214691162109,5.19362211227417,5.686953783035278,11.295783281326294,5.718043804168701,0.01097869873046875
0.006999015808105469,5.496788501739502,5.919670581817627,11.50119137763977,5.971705675125122,0.011999845504760742
0.0070002079010009766,5.3038671016693115,5.835193634033203,11.469455003738403,5.868370771408081,0.010000944137573242
0.00799870491027832,5.109073162078857,5.733057260513306,11.246322870254517,5.796148777008057,0.010519266128540039
0.007001161575317383,5.255630731582642,5.844949960708618,11.430562734603882,5.807464599609375,0.009979724884033203
0.007000446319580078,5.149128198623657,5.919862270355225,11.428305864334106,5.89714789390564,0.011001110076904297
0.006998538970947266,5.104513645172119,5.785889387130737,11.285001516342163,5.795275688171387,0.010627508163452148
0.007112979888916016,5.112524032592773,5.776727199554443,11.307178974151611,5.727077007293701,0.01000070571899414
0.005998849868774414,5.177701234817505,5.728908538818359,11.405006408691406,5.764684438705444,0.010019779205322266
0.0070002079010009766,5.142111778259277,5.808728933334351,11.392526865005493,5.790536880493164,0.010737419128417969
0.006978273391723633,5.113935708999634,5.788557291030884,11.411115407943726,5.8068528175354,0.010025739669799805
0.007000923156738281,5.132717609405518,5.780923843383789,11.268677234649658,5.77201247215271,0.01000213623046875
0.006014108657836914,5.086889028549194,5.9112653732299805,11.57395315170288,5.889364719390869,0.011010885238647461
0.007999897003173828,5.405986070632935,6.1475560665130615,12.134532928466797,5.738699436187744,0.01000833511352539
0.006896495819091797,5.474603176116943,5.858952522277832,11.721955299377441,5.920994281768799,0.01159358024597168
0.007004499435424805,5.368102788925171,5.855678081512451,11.352118968963623,5.85309100151062,0.010274887084960938
0.0070989131927490234,5.438467264175415,5.951360464096069,11.44746708869934,5.844128608703613,0.01000070571899414
0.00900578498840332,5.459865570068359,6.017212152481079,11.329164505004883,5.783390522003174,0.011002302169799805
0.00701904296875,5.454053640365601,5.972694158554077,11.33113169670105,5.8403894901275635,0.009979963302612305
0.008000850677490234,5.453300476074219,5.923602819442749,11.339435338973999,5.791027307510376,0.010000467300415039
0.00700068473815918,5.4233338832855225,5.9373085498809814,11.28888750076294,5.7283642292022705,0.009999990463256836
0.00701141357421875,5.479038715362549,6.053132057189941,11.295192241668701,5.812124013900757,0.011117696762084961
0.00603032112121582,5.4843244552612305,5.974745988845825,11.278060674667358,5.83060097694397,0.010996818542480469
0.0068967342376708984,5.510921478271484,6.0357911586761475,11.539413452148438,6.134541273117065,0.011011123657226562
0.007004261016845703,5.391678094863892,5.921846866607666,11.269731283187866,5.735702753067017,0.011927366256713867
0.006906747817993164,5.49871301651001,6.0419533252716064,11.300557613372803,5.762675523757935,0.010998010635375977
0.007000923156738281,5.422206401824951,5.987095355987549,11.330441236495972,5.813543796539307,0.010473251342773438
0.00702357292175293,5.512820720672607,6.101899862289429,11.202640771865845,5.716186761856079,0.010997772216796875
0.008000612258911133,5.427707672119141,5.93767523765564,11.245611667633057,5.735756158828735,0.009973287582397461
0.007027149200439453,5.443005800247192,5.9259936809539795,11.234254121780396,5.696306228637695,0.009999990463256836
0.0070018768310546875,5.542649507522583,6.086625576019287,11.30974793434143,5.883991479873657,0.012048482894897461
0.006565093994140625,5.421566724777222,6.023385047912598,11.363081693649292,5.724616050720215,0.010999202728271484
0.0069997310638427734,5.595176935195923,5.811016321182251,11.320346355438232,5.865441560745239,0.011510372161865234
0.006998300552368164,5.206518173217773,5.782573223114014,11.434679508209229,5.785455226898193,0.010609149932861328
0.00709080696105957,5.157379150390625,5.7592997550964355,11.52160906791687,11.44097900390625,0.02800464630126953
0.014734029769897461,11.26256513595581,11.944359540939331,22.258050680160522,10.872181177139282,0.021090030670166016
0.01793813705444336,10.117504596710205,10.690551996231079,23.841221809387207,11.054861545562744,0.008997678756713867
0.007010459899902344,11.392172574996948,11.97750449180603,24.222049713134766,13.685175895690918,0.013073921203613281
0.012918949127197266,12.816100835800171,12.243216276168823,24.633892059326172,11.888997316360474,0.025072813034057617
0.01596808433532715,12.409899234771729,12.347796201705933,25.24371886253357,12.188413381576538,0.023507356643676758
0.017101049423217773,11.818388223648071,11.998582363128662,24.50993514060974,11.921583890914917,0.021411657333374023
0.015013694763183594,11.968455791473389,11.894595623016357,25.57613253593445,12.27546501159668,0.025999069213867188
0.01732778549194336,12.579416990280151,12.30388617515564,25.32845115661621,12.4193434715271,0.02517223358154297
0.01757979393005371,12.378759622573853,12.32695984840393,25.216865062713623,12.162768125534058,0.024000167846679688
0.017058134078979492,12.036007165908813,12.058188676834106,25.52309274673462,12.07968521118164,0.02324962615966797
0.01706981658935547,12.507797718048096,12.620069980621338,25.934195041656494,12.278178453445435,0.024555683135986328
0.016996383666992188,12.418771028518677,12.404472827911377,25.542320013046265,12.253310203552246,0.022999048233032227
0.017087697982788086,12.97181487083435,12.226917028427124,25.183486223220825,12.070229053497314,0.023931503295898438
0.016523122787475586,11.714868307113647,12.293006181716919,25.5739803314209,12.426178455352783,0.023910045623779297
0.01608586311340332,11.87737488746643,12.270836591720581,25.62526822090149,12.262552738189697,0.023116111755371094
0.0179901123046875,11.799610614776611,12.337246179580688,26.117143154144287,12.41905164718628,0.02402353286743164
0.017572402954101562,11.942578554153442,12.144206523895264,25.043827772140503,12.169859647750854,0.024068355560302734
0.018097400665283203,11.651824712753296,12.932196855545044,26.039315938949585,12.469662427902222,0.025998353958129883
0.016596555709838867,12.300573110580444,12.720277547836304,22.774294137954712,7.89983606338501,0.030005931854248047
0.02110886573791504,11.641996622085571,12.598166704177856,26.235697984695435,13.389678239822388,0.02459263801574707
0.019001483917236328,11.841761350631714,12.132717370986938,17.584781408309937,5.955924987792969,0.012999534606933594
0.007035732269287109,5.757813215255737,6.23506760597229,23.596681594848633,12.224542140960693,0.023014545440673828
0.017493486404418945,12.166145324707031,9.323647499084473,12.97185468673706,6.170406103134155,0.01103353500366211
0.007506132125854492,5.609776496887207,5.815216779708862,11.315576791763306,5.6740570068359375,0.01099848747253418
0.006997823715209961,5.010686874389648,5.711398124694824,11.060993432998657,5.668299198150635,0.010999679565429688
0.007018089294433594,4.9529383182525635,5.837256193161011,11.103466987609863,5.755052804946899,0.01090097427368164
0.0070018768310546875,4.9757161140441895,5.599384307861328,11.105486631393433,5.706890821456909,0.011011600494384766
0.007000446319580078,4.972121715545654,5.7417192459106445,19.726272106170654,12.737092733383179,0.010999679565429688
0.008000612258911133,5.395569086074829,5.784979343414307,10.998936653137207,5.684082508087158,0.009999275207519531
0.006991147994995117,4.933061838150024,5.586362838745117,11.020406484603882,5.747914552688599,0.011010408401489258
0.007018566131591797,5.045215368270874,5.632740259170532,11.113433599472046,5.641764879226685,0.010008573532104492
0.0070683956146240234,4.929694890975952,5.645852565765381,11.036168575286865,5.629604339599609,0.009167671203613281
0.006999969482421875,4.918377161026001,5.625572443008423,11.124128341674805,5.706809043884277,0.010016202926635742
0.007017850875854492,4.918556213378906,5.686224937438965,11.046196937561035,5.6329357624053955,0.00998234748840332
0.007223844528198242,4.962851047515869,5.625207424163818,11.055561542510986,5.665893793106079,0.011002540588378906
0.007996320724487305,4.9352867603302,5.559309720993042,10.921392440795898,5.58991003036499,0.01000070571899414
0.00599980354309082,4.960158586502075,5.620180606842041,11.238039016723633,6.405264139175415,0.012000322341918945
0.009001493453979492,4.993238687515259,5.681619882583618,11.191622972488403,5.646362543106079,0.01000213623046875
0.007030010223388672,5.002877473831177,5.579967260360718,11.245946407318115,5.80421781539917,0.011008739471435547
0.007019996643066406,5.09626579284668,5.987366676330566,11.297516345977783,5.765110492706299,0.010485649108886719
0.006000995635986328,5.0411155223846436,5.686190128326416,11.167802572250366,5.6858274936676025,0.010022640228271484
0.0070056915283203125,5.1520020961761475,6.202280759811401,11.843921184539795,5.810549974441528,0.010105609893798828
0.006000995635986328,4.986027717590332,5.916715145111084,11.258187055587769,5.417769432067871,0.009979724884033203
0.005997896194458008,4.767779111862183,5.374705076217651,10.561505556106567,5.40106725692749,0.01000070571899414
0.0060007572174072266,4.621735095977783,5.304232597351074,10.371815919876099,5.490332126617432,0.009005546569824219
0.007047176361083984,4.765421628952026,5.53804349899292,10.683170795440674,5.47041916847229,0.009998559951782227
0.007001399993896484,4.660165309906006,5.398846864700317,10.44840931892395,5.37129282951355,0.010999917984008789
0.006997346878051758,4.675015449523926,5.377657651901245,10.417293071746826,5.375642538070679,0.009000301361083984
0.007100582122802734,4.6368324756622314,5.375242710113525,10.40152382850647,5.391643524169922,0.010025262832641602
0.005998134613037109,4.593199729919434,5.343491077423096,10.374516487121582,5.727322340011597,0.010016679763793945
0.007006645202636719,4.842606544494629,5.572875499725342,10.812918901443481,5.5463690757751465,0.011022329330444336
0.00699925422668457,4.831696271896362,5.522869110107422,10.707842350006104,5.588653087615967,0.009984016418457031
0.0059986114501953125,4.885072946548462,5.597852945327759,10.825590133666992,5.580680847167969,0.011023998260498047
0.0070230960845947266,4.836669445037842,5.662166118621826,10.989987134933472,5.574735641479492,0.008997440338134766
0.005975961685180664,4.835054874420166,5.556717872619629,10.767930030822754,5.578022003173828,0.00899195671081543
0.005997896194458008,4.845030069351196,5.548753261566162,10.829010486602783,5.892495632171631,0.011025667190551758
0.006999015808105469,4.958922863006592,5.628660202026367,11.15530252456665,5.698385953903198,0.011002302169799805
0.007093906402587891,4.955339193344116,5.653622627258301,11.043831825256348,5.65967059135437,0.010035991668701172
0.006998777389526367,5.120262622833252,5.976574420928955,11.464248895645142,5.83687686920166,0.01100015640258789
0.006999015808105469,5.707761526107788,6.121935844421387,11.377626419067383,5.903136968612671,0.011004209518432617
0.007334232330322266,5.333633661270142,5.924397945404053,11.047061681747437,5.746748208999634,0.009975433349609375
0.00699925422668457,4.96834397315979,5.633475065231323,11.02571153640747,5.65459418296814,0.010532140731811523
